pincode,city,district,state,lat,lng
670645,Mundakutty BO,Wayanad,Kerala,11.71,76.01
670646,Kartikulam SO,Wayanad,Kerala,11.77,75.9
670649,Kavumbhagam BO,Kannur,Kerala,11.75,75.52
670650,Chittariparamba SO,Kannur,Kerala,11.753368,75.490912
670651,Kottiyur SO,Kannur,Kerala,11.753368,75.490912
670661,Palayad SO,Kannur,Kerala,11.753368,75.490912
670662,Muzhappilangad SO,Kannur,Kerala,11.753368,75.490912
670663,Etakkad SO,Kannur,Kerala,11.753368,75.490912
670671,Vayalalam BO,Kannur,Kerala,11.74,75.53
670672,Aniyaram BO,Kannur,Kerala,11.72,75.61
670673,Peravoor SO,Kannur,Kerala,11.753368,75.490912
670674,Kelakam SO,Kannur,Kerala,11.753368,75.490912
670675,Puliyanambram BO,Kannur,Kerala,10.2,76.36
670676,Kadavathur SO,Kannur,Kerala,11.753368,75.490912
670691,Pathayakunnu SO,Kannur,Kerala,11.753368,75.490912
670692,Elangot BO,Kannur,Kerala,11.75,75.6
670693,Kallikandy BO,Kannur,Kerala,11.74,75.64
670694,Champad SO,Kannur,Kerala,11.753368,75.490912
670701,Nirmalagiri SO,Kannur,Kerala,11.753368,75.490912
670702,Mattanur SO,Kannur,Kerala,11.753368,75.490912
670703,Iritty SO,Kannur,Kerala,11.753368,75.490912
670704,Payam SO,Kannur,Kerala,11.753368,75.490912
670705,Ulikkal SO,Kannur,Kerala,11.753368,75.490912
670706,Kiliyanthara SO,Kannur,Kerala,11.753368,75.490912
670708,Kannur International Airport S.O,Kannur,Kerala,11.9142,75.5486
670721,Echchome BO,Wayanad,Kerala,11.7,76.04
670731,Kottarakunnu BO,Wayanad,Kerala,11.71,75.96
670741,Parapram BO,Kannur,Kerala,11.81,75.48
671121,Kasaragod R S SO,Kasaragod,Kerala,12.5023248,74.9911581
671122,Talangara SO,Kasaragod,Kerala,12.510552,74.985688
671123,Cheroor BO,Kasaragod,Kerala,12.4994177,75.0406709
671124,Bedradka BO,Kasaragod,Kerala,12.45011,75.150031
671310,Vellap BO,Kasaragod,Kerala,12.1395295,75.164144
671311,Udumbanthala BO,Kasaragod,Kerala,12.1072537,75.1764261
671312,Valiyaparamba BO,Kasaragod,Kerala,12.151,75.142
671313,Podavur BO,Kasaragod,Kerala,12.1912,75.16785
671314,Thaikadapuram BO,Kasaragod,Kerala,12.2289378,75.1122123
671315,Kanhangad HO,Kasaragod,Kerala,12.332115,75.09662
671316,Bekal Fort SO,Kasaragod,Kerala,12.332115,75.09662
671317,Chandragiri BO,Kasaragod,Kerala,12.4699372,75.0032449
671318,Bekal SO,Kasaragod,Kerala,12.332115,75.09662
671319,Udma SO,Kasaragod,Kerala,12.332115,75.09662
671320,PERIYE S.O,Kasaragod,Kerala,12.409685,75.093274
671321,Kumbla SO,Kasaragod,Kerala,12.510552,74.985688
671322,Uppala SO,Kasaragod,Kerala,12.510552,74.985688
671323,Manjeshwar SO,Kasaragod,Kerala,12.510552,74.985688
671324,Mangalpady SO,Kasaragod,Kerala,12.510552,74.985688
671326,Mandapam BO,Kasaragod,Kerala,12.3076962,75.331794
671348,Paivalike SO,Kasaragod,Kerala,12.510552,74.985688
671351,Achanthuruthi BO,Kasaragod,Kerala,12.2184468,75.1238895
671531,Kanhiradkom BO,Kasaragod,Kerala,12.23205,75.12461
671532,Rajapuram SO,Kasaragod,Kerala,12.332115,75.09662
671533,Kinanur BO,Kasaragod,Kerala,12.3002375,75.2187346
671534,Plachikara BO,Kasaragod,Kerala,12.3396455,75.2907013
671541,Kundankuzhy BO,Kasaragod,Kerala,12.4573174,75.1420578
671542,Vattamthatta BO,Kasaragod,Kerala,12.4820642,75.1803569
671543,Bellur BO,Kasaragod,Kerala,12.3829492,75.1868999
671551,Perdala SO,Kasaragod,Kerala,12.510552,74.985688
671552,Perla SO,Kasaragod,Kerala,12.510552,74.985688
673001,Parappil SO,Kozhikode,Kerala,11.24,75.79
673002,Chalapuram SO,Kozhikode,Kerala,11.24529,75.778455
673003,Kannancheri BO,Kozhikode,Kerala,11.19,75.82
673004,Thiruthiyad BO,Kozhikode,Kerala,11.222,75.82
673005,Edakkad  West Hill BO,Kozhikode,Kerala,11.25,75.79
673006,Eranhipalam SO,Kozhikode,Kerala,11.36,75.82
673007,Pokkunnu BO,Kozhikode,Kerala,11.23,75.84
673008,Peruvayal BO,Kozhikode,Kerala,11.06,76.06
673009,Malaparamba SO,Kozhikode,Kerala,11.32,75.92
673010,Karaparamba SO,Kozhikode,Kerala,11.24529,75.778455
673011,Nadakavu SO,Kozhikode,Kerala,11.27,75.8
673012,Marikunnu SO,Kozhikode,Kerala,11.24529,75.778455
673014,Iringallur BO,Kozhikode,Kerala,11.24,75.98
673015,Beypore North BO,Kozhikode,Kerala,11.18,75.83
673016,Kuthiravattom SO,Kozhikode,Kerala,11.24,75.82
673017,Chevarambalam BO,Kozhikode,Kerala,11.26,75.83
673018,Calicut Arts  Science College SO,Kozhikode,Kerala,11.24529,75.778455
673019,Olavanna BO,Kozhikode,Kerala,11.21,75.85
673020,Calicut Collectorate SO,Kozhikode,Kerala,11.27,75.8
673021,Puthiyangadi SO,Kozhikode,Kerala,11.24529,75.778455
673027,Nallalam SO,Kozhikode,Kerala,11.21,75.82
673028,Arakinar SO,Kozhikode,Kerala,11.24529,75.778455
673029,Tiruvannur Nada SO,Kozhikode,Kerala,11.2,75.82
673032,Calicut Courts SO,Kozhikode,Kerala,11.24,75.79
673051,KOZHIKODE PARCEL CENTRE,Kozhikode,Kerala,11.28226,75.769723
673101,Vadakara HO,Kozhikode,Kerala,11.608168,75.59171
673102,Madappalli College SO,Kozhikode,Kerala,11.608168,75.59171
673103,Vadakara Beach SO,Kozhikode,Kerala,11.608168,75.59171
673104,Meppayil BO,Kozhikode,Kerala,11.58,75.6
673105,Mandarathur BO,Kozhikode,Kerala,11.57,75.64
673106,Chorode SO,Kozhikode,Kerala,11.608168,75.59171
673121,Kalpetta HO,Wayanad,Kerala,11.61,76.1
673122,Kottathara BO,Palakkad,Kerala,11.3865,75.9491
673123,Kunnambetta BO,Wayanad,Kerala,11.57,76.11
673124,KAMBALAKKAD SO,Wayanad,Kerala,11.55,76.3
673301,Chaliyam SO,Kozhikode,Kerala,11.15,75.84
673302,Kadalundi SO,Kozhikode,Kerala,11.24529,75.778455
673303,Puthiya Nirathu BO,Kozhikode,Kerala,11.25,75.82
673304,Kappad BO,Kozhikode,Kerala,11.38,75.73
673305,Koyilandi HO,Kozhikode,Kerala,11.443246,75.694674
673306,Edakulam  Koyilandi SO,Kozhikode,Kerala,11.402026,75.763855
673307,Kollam SO,Kozhikode,Kerala,11.402026,75.763855
673308,Chombala SO,Kozhikode,Kerala,11.608168,75.59171
673309,Azhiyur SO,Kozhikode,Kerala,11.608168,75.59171
673310,Mahe SO,Mahe,Puducherry,11.608168,75.59171
673311,New Mahe SO,Kannur,Kerala,11.753368,75.490912
673312,Peringadi SO,Kannur,Kerala,11.753368,75.490912
673313,Olavilam SO,Kannur,Kerala,11.753368,75.490912
673314,Vallikkunnu BO,Malappuram,Kerala,11.0927244,75.8446802
673315,Kongannur BO,Kozhikode,Kerala,11.38,75.75
673316,Kariyad South SO,Kannur,Kerala,11.753368,75.490912
673317,Annasseri BO,Kozhikode,Kerala,11.37,75.77
673323,Kunnathara BO,Kozhikode,Kerala,11.37,75.73
673328,Mannur SO Kozhikode,Kozhikode,Kerala,11.26,75.85
673501,Orkatteri SO,Kozhikode,Kerala,11.608168,75.59171
673502,Edacheri SO,Kozhikode,Kerala,11.608168,75.59171
673503,Purameri SO,Kozhikode,Kerala,11.608168,75.59171
673504,Nadapuram SO,Kozhikode,Kerala,11.608168,75.59171
673505,Tuneri SO,Kozhikode,Kerala,11.608168,75.59171
673506,Kallachi SO,Kozhikode,Kerala,11.608168,75.59171
673507,Kakkattil SO,Kozhikode,Kerala,11.608168,75.59171
673508,Kuttiadi SO,Kozhikode,Kerala,11.608168,75.59171
673509,Parakkadavu SO,Kozhikode,Kerala,11.608168,75.59171
673513,Kavilampara SO,Kozhikode,Kerala,11.608168,75.59171
673517,Valayam SO,Kozhikode,Kerala,11.608168,75.59171
673521,Ayanikkad BO,Kozhikode,Kerala,11.54,75.61
673522,Kilur Meladi BO,Kozhikode,Kerala,11.52,75.65
673523,Payyoli Angadi SO,Kozhikode,Kerala,11.402026,75.763855
673524,Meppayur SO,Kozhikode,Kerala,11.402026,75.763855
673525,Perampra SO,Kozhikode,Kerala,11.402026,75.763855
673526,Kayanna SO,Kozhikode,Kerala,11.402026,75.763855
673527,Koorachundu SO,Kozhikode,Kerala,11.402026,75.763855
673528,Peruvannamuzhi SO,Kozhikode,Kerala,11.402026,75.763855
673529,Tikkoti SO,Kozhikode,Kerala,11.402026,75.763855
673541,Cherandathur BO,Kozhikode,Kerala,11.56,75.67
673542,Villyappalli SO,Kozhikode,Kerala,11.608168,75.59171
673570,Iim Kozhikode Campus SO,Kozhikode,Kerala,11.24529,75.778455
673571,Kunnamangalam SO,Kozhikode,Kerala,11.24529,75.778455
673572,Kilakkoth BO,Kozhikode,Kerala,11.34,75.92
673573,Parappanpoyil BO,Kozhikode,Kerala,11.39,75.93
673574,Unnikulam SO,Kozhikode,Kerala,11.402026,75.763855
673575,Pozhuthana SO,Wayanad,Kerala,11.58,76.01
673576,Sugandhagiri BO,Wayanad,Kerala,11.54,76.04
673577,Chembra BO,Palakkad,Kerala,10.9347,75.9199
673579,Veliyambam BO,Wayanad,Kerala,11.73,76.19
673580,Velancode BO,Kozhikode,Kerala,11.35,76.01
673581,Kadalmat BO,Wayanad,Kerala,11.54,76.22
673582,Omasseri SO,Kozhikode,Kerala,11.24529,75.778455
673585,Muttancheri BO,Kozhikode,Kerala,11.33,75.87
673586,Perumpally BO,Kozhikode,Kerala,11.44,75.98
673591,Karachal BO,Wayanad,Kerala,11.64,76.2
673592,Chulliote BO,Wayanad,Kerala,11.6,76.25
673593,Karadipara BO,Wayanad,Kerala,11.59,76.24
673595,Mookuthi Kunnu BO,Wayanad,Kerala,11.59,76.32
673596,Poothadi BO,Wayanad,Kerala,11.66,76.73
673601,Nayar Kuzhi BO,Kozhikode,Kerala,11.28,75.98
673602,Pannicode BO,Kozhikode,Kerala,11.27,76.03
673603,Ponnamkayam BO,Kozhikode,Kerala,11.38,76.05
673604,Koombara Bazar BO,Kozhikode,Kerala,11.32,76.1
673611,Kakkoti SO,Kozhikode,Kerala,11.24529,75.778455
673612,Balusseri SO,Kozhikode,Kerala,11.402026,75.763855
673613,Pavandur BO,Kozhikode,Kerala,11.37,75.82
673614,Naduvannur SO,Kozhikode,Kerala,11.402026,75.763855
673616,Chelannur SO,Kozhikode,Kerala,11.33,75.81
673620,Quilandibazar SO,Kozhikode,Kerala,11.402026,75.763855
673631,Perumukham BO,Kozhikode,Kerala,11.16,75.86
673632,Azhinjilam BO,Malappuram,Kerala,11.19,75.85
673633,Vaidyarangadi BO,Kozhikode,Kerala,11.18,75.91
673634,Pallikkal BO,Malappuram,Kerala,8.826025,76.810104
673635,Calicut University SO,Malappuram,Kerala,11.134027,75.895235
673636,Chenakkalangadi BO,Malappuram,Kerala,11.106773,75.872013
673637,Ayikkarapadi BO,Malappuram,Kerala,11.174623,75.897689
673638,Arimbra BO,Malappuram,Kerala,11.100853,76.02762
673639,Vettilappara BO,Malappuram,Kerala,1.268647,76.087051
673640,Karumarakkad BO,Malappuram,Kerala,10.88938,76.093848
673641,Tavanurferoke BO,Malappuram,Kerala,10.8505159,76.2710832
673642,Olukur BO,Malappuram,Kerala,9.94637,78.52349
673645,Mundakkal BO,Malappuram,Kerala,8.865983,76.6095
673647,Calicut Airport SO,Malappuram,Kerala,11.245304,75.950804
673655,Cheruvannur SO,Kozhikode,Kerala,11.18,75.85
673661,Kayal BO,Kozhikode,Kerala,11.24,75.94
676101,TirurKerala HO,Malappuram,Kerala,10.9136761,75.9214282
676102,Puduppalli BO,Malappuram,Kerala,9.5598964,76.5715008
676103,Iringavur BO,Malappuram,Kerala,10.9235536,75.9557586
676104,Trikkandiyur SO,Malappuram,Kerala,10.9087669,75.923295
676105,Mangattiri BO,Malappuram,Kerala,10.8905807,75.920557
676106,Athrisseri BO,Malappuram,Kerala,10.8505159,76.2710833
676107,Pookayil Bazar SO,Malappuram,Kerala,10.9256634,75.9119385
676108,Triprangode SO,Malappuram,Kerala,10.8492595,75.921514
676109,Niramaruthur SO,Malappuram,Kerala,10.9266264,75.9034974
676121,Manjeri Bazar SO,Malappuram,Kerala,11.120295,76.122921
676122,Pullancheri BO,Malappuram,Kerala,11.094582,76.14794
676123,Amayur BO,Malappuram,Kerala,10.838444,76.187068
676301,Vyrancode BO,Malappuram,Kerala,10.8505159,76.2710833
676302,TanurMBR SO,Malappuram,Kerala,10.91456,75.922053
676303,Anjapura BO,Malappuram,Kerala,11.045574,75.8600117
676304,Iringallur BO,Malappuram,Kerala,11.0388829,75.9898631
676305,Abdurahiman Nagar SO,Malappuram,Kerala,11.0667676,75.940606
676306,Olakara BO,Malappuram,Kerala,10.8505159,75.8917168
676307,Meenadathur BO,Malappuram,Kerala,10.9419836,75.9078532
676309,Kodinhi SO,Malappuram,Kerala,11.0156933,75.9097365
676311,Moonniyur South BO,Malappuram,Kerala,11.060299,75.9172904
676312,Ariyallur SO,Malappuram,Kerala,11.0832748,75.8490379
676317,Velimukku South BO,Malappuram,Kerala,11.0829974,75.9013193
676319,Kotakkad BO,Malappuram,Kerala,11.070903,75.8536381
676320,Tayyalingal SO,Malappuram,Kerala,10.9777197,75.8787006
676501,Kuttippala BO,Malappuram,Kerala,10.9668364,75.9604757
676502,Paravanna SO,Malappuram,Kerala,10.9019479,75.891155
676503,Chengottur BO,Malappuram,Kerala,10.9672266,76.0898738
676504,Chattipparamba BO,Malappuram,Kerala,10.998806,76.090085
676505,Malappuram Civil Station SO,Malappuram,Kerala,11.040551,76.077172
676506,Pazhamallur BO,Malappuram,Kerala,11.00908,76.105175
676507,Vattalur BO,Malappuram,Kerala,11.006327,76.112874
676508,Thennala BO,Malappuram,Kerala,11.0017487,75.9332595
676509,Munduparmba SO,Malappuram,Kerala,11.067025,76.089951
676510,Randathani SO,Malappuram,Kerala,10.9619321,76.0075808
676517,Melmuri BO,Malappuram,Kerala,11.067931,76.079801
676519,Pattarkadavu BO,Malappuram,Kerala,11.039856,76.079801
676521,Pandallur Hills BO,Malappuram,Kerala,10.8505159,76.2710832
676522,Kolaparamba SO,Malappuram,Kerala,11.101003,76.256602
676523,Iringattiri BO,Malappuram,Kerala,11.096698,76.313071
676525,Ambalakkadavu BO,Malappuram,Kerala,9.576784,76.357217
676528,Othukkungal SO,Malappuram,Kerala,11.0261246,76.0243617
676541,Pannippara BO,Malappuram,Kerala,11.171587,76.106491
676542,Meppadam BO,Malappuram,Kerala,10.692298,76.351428
676551,Thekkankuttur BO,Malappuram,Kerala,10.8814429,75.9535814
676552,Valiyakunnu BO,Malappuram,Kerala,10.8785592,76.1001009
676553,Kadampuzha SO,Malappuram,Kerala,10.9417627,76.0362897
676561,Muttanur BO,Malappuram,Kerala,10.8233155,75.922567
676562,Padinharekkara BO,Malappuram,Kerala,10.8106209,75.9074883
678001,Palakkad HO,Palakkad,Kerala,10.799571,76.642318
678002,Olavakkot HO,Palakkad,Kerala,10.799571,76.642318
678003,Kalpathi SO,Palakkad,Kerala,10.799571,76.642318
678004,Nurani SO,Palakkad,Kerala,10.799571,76.642318
678005,Chokkanathapuram SO,Palakkad,Kerala,10.799571,76.642318
678006,Pallipuram PG SO,Palakkad,Kerala,10.799571,76.642318
678007,Chandranagar SO,Palakkad,Kerala,10.799571,76.642318
678008,Palakkad Engineering College SO,Palakkad,Kerala,10.799571,76.642318
678009,Kallekulangara SO,Palakkad,Kerala,10.799571,76.642318
678010,Sekharipuram SO,Palakkad,Kerala,10.799571,76.642318
678011,Ambikapuram SO Palakkad,Palakkad,Kerala,10.799571,76.642318
678012,Vadakanthara SO,Palakkad,Kerala,10.799571,76.642318
678013,Kunnathurmedu SO,Palakkad,Kerala,10.799571,76.642318
678014,Palakkad City SO,Palakkad,Kerala,10.799571,76.642318
678051,PALAKKAD NDC,Palakkad,Kerala,10.775912,76.658204
678101,Chittur PG SO,Palakkad,Kerala,10.799571,76.642318
678102,Tattamangalam SO,Palakkad,Kerala,10.799571,76.642318
678103,Thekkegramam SO,Palakkad,Kerala,10.799571,76.642318
678104,Chittur College SO,Palakkad,Kerala,10.799571,76.642318
678501,Koduvayur SO,Palakkad,Kerala,10.799571,76.642318
678502,Ettanur SO,Palakkad,Kerala,10.799571,76.642318
678503,Pudunagaram SO,Palakkad,Kerala,10.799571,76.642318
678504,Vadavannur SO,Palakkad,Kerala,10.642185,76.544826
678505,Pallassana SO,Palakkad,Kerala,10.642185,76.544826
678506,Kollengode SO,Palakkad,Kerala,10.642185,76.544826
678507,Muthalamada SO,Palakkad,Kerala,10.642185,76.544826
678508,Nemmara SO,Palakkad,Kerala,10.642185,76.544826
678510,Ayalur SO,Palakkad,Kerala,10.642185,76.544826
678512,Kakkayur SO,Palakkad,Kerala,10.799571,76.642318
678531,Peruvemba SO,Palakkad,Kerala,10.799571,76.642318
678532,Pattancheri SO,Palakkad,Kerala,10.799571,76.642318
678533,Meenakshipuram SO,Palakkad,Kerala,10.799571,76.642318
678534,Vandithavalam SO,Palakkad,Kerala,10.799571,76.642318
678541,Alathur Mbr HO,Palakkad,Kerala,10.642185,76.544826
678542,Perinkulam SO,Palakkad,Kerala,10.642185,76.544826
678543,Kavasseri SO,Palakkad,Kerala,10.642185,76.544826
678544,Palampalakode SO,Palakkad,Kerala,10.642185,76.544826
678545,Pudiyankam SO,Palakkad,Kerala,10.642185,76.544826
678546,Erimayur SO,Palakkad,Kerala,10.642185,76.544826
678551,Kotambu SO,Palakkad,Kerala,10.799571,76.642318
678552,Polpulli SO,Palakkad,Kerala,10.799571,76.642318
678553,Nallepilly SO,Palakkad,Kerala,10.799571,76.642318
678554,Nattukal SO,Palakkad,Kerala,10.799571,76.642318
678555,Kozhinjampara SO,Palakkad,Kerala,10.799571,76.642318
678556,Menonpara SO,Palakkad,Kerala,10.799571,76.642318
678557,Kozhipara SO,Palakkad,Kerala,10.799571,76.642318
678571,Mathur PG SO,Palakkad,Kerala,10.642185,76.544826
678572,Kottayi SO,Palakkad,Kerala,10.642185,76.544826
678573,Paruthipulli SO,Palakkad,Kerala,10.642185,76.544826
678574,Peringottukurussi SO,Palakkad,Kerala,10.642185,76.544826
678581,Agali SO Palakkad,Palakkad,Kerala,10.772139,76.369271
678582,Mannarkkad SO,Palakkad,Kerala,10.772139,76.369271
678583,Kottopadam BO,Palakkad,Kerala,10.2134,76.1894
678591,Kanhirapuzha SO,Palakkad,Kerala,10.772139,76.369271
678592,Mundur Palakkad SO,Palakkad,Kerala,10.799571,76.642318
678593,Tachampara SO,Palakkad,Kerala,10.772139,76.369271
678594,Muttikulangara SO,Palakkad,Kerala,10.799571,76.642318
678595,Karakurissi SO,Palakkad,Kerala,10.772139,76.369271
678596,Kalladikode SO,Palakkad,Kerala,10.772139,76.369271
678597,Karimba SO,Palakkad,Kerala,10.772139,76.369271
678598,Pottasseri SO,Palakkad,Kerala,10.772139,76.369271
678601,Alanallur SO,Palakkad,Kerala,10.772139,76.369271
678611,Edathara SO,Palakkad,Kerala,10.799571,76.642318
678612,Parli PG SO,Palakkad,Kerala,10.799571,76.642318
678613,Mankarai SO,Palakkad,Kerala,10.799571,76.642318
678621,Kanjikode SO,Palakkad,Kerala,10.799571,76.642318
678622,Elapulli SO,Palakkad,Kerala,10.799571,76.642318
678623,Kanjikode West SO,Palakkad,Kerala,10.799571,76.642318
678624,Walayar Dam SO,Palakkad,Kerala,10.799571,76.642318
678631,Kongad SO,Palakkad,Kerala,10.799571,76.642318
678632,Konikazhi BO,Palakkad,Kerala,10.4775,76.4064
678633,Kulakkattukurissi BO,Palakkad,Kerala,10.1019,76.291
678641,Keralasseri SO,Palakkad,Kerala,10.799571,76.642318
678642,Mannur SO Palakkad,Palakkad,Kerala,10.799571,76.642318
678651,Malampuzha Dam SO,Palakkad,Kerala,10.799571,76.642318
678661,Parambikulam SO,Palakkad,Kerala,10.799571,76.642318
678671,Thenkurussi SO,Palakkad,Kerala,10.799571,76.642318
678681,Kunisseri SO,Palakkad,Kerala,10.642185,76.544826
678682,Anjumoorthy SO,Palakkad,Kerala,10.642185,76.544826
678683,Vadakkancherry MBR SO,Palakkad,Kerala,10.642185,76.544826
678684,Kilakkancheri SO,Palakkad,Kerala,10.642185,76.544826
678685,Mannapra SO,Palakkad,Kerala,10.642185,76.544826
678686,Kannambra SO,Palakkad,Kerala,10.642185,76.544826
678687,Puthucode SO,Palakkad,Kerala,10.642185,76.544826
678688,Pallavur SO,Palakkad,Kerala,10.642185,76.544826
678701,Kannadi SO,Palakkad,Kerala,10.799571,76.642318
678702,Coyalmanna SO,Palakkad,Kerala,10.642185,76.544826
678703,Melarcode SO,Palakkad,Kerala,10.642185,76.544826
678704,Chittilancheri SO,Palakkad,Kerala,10.642185,76.544826
678705,Mudappallur SO,Palakkad,Kerala,10.642185,76.544826
678706,Vandali SO,Palakkad,Kerala,10.642185,76.544826
678721,Kuttanur SO,Palakkad,Kerala,10.642185,76.544826
678722,Tolanur SO,Palakkad,Kerala,10.642185,76.544826
678731,Puduppariyaram SO,Palakkad,Kerala,10.799571,76.642318
678732,Kottekkad SO,Palakkad,Kerala,10.799571,76.642318
678762,Perimbadari SO,Palakkad,Kerala,10.772139,76.369271
679101,Ottapalam HO,Palakkad,Kerala,10.772476,76.37013
679102,Thottakkara SO,Palakkad,Kerala,10.772139,76.369271
679103,Palappuram SO,Palakkad,Kerala,10.772139,76.369271
679104,Kanniampuram SO,Palakkad,Kerala,10.772139,76.369271
679105,Mayannur SO,Thrissur,Kerala,10.5020556,76.2025278
679106,Kondazhi SO,Thrissur,Kerala,10.5020556,76.2025278
679121,Shornur SO,Palakkad,Kerala,10.772139,76.369271
679122,Kulappulli BO,Palakkad,Kerala,10.7709,76.3784
679123,K A Samajam BO,Palakkad,Kerala,10.7709,76.3784
679301,MangalamOPM BO,Palakkad,Kerala,10.7542,76.4359
679302,PerurOPM SO,Palakkad,Kerala,10.772139,76.369271
679303,Pattambi SO,Palakkad,Kerala,10.772139,76.369271
679304,Thiruvegapura SO,Palakkad,Kerala,10.772139,76.369271
679305,Pallipuram SO Palakkad,Palakkad,Kerala,10.772139,76.369271
679306,Melepattambi SO,Palakkad,Kerala,10.772139,76.369271
679307,Pulasseri SO,Palakkad,Kerala,10.772139,76.369271
679308,Naduvattom SO,Palakkad,Kerala,10.772139,76.369271
679309,Vilayur SO,Palakkad,Kerala,10.772139,76.369271
679313,Kalladipatta SO,Palakkad,Kerala,10.772139,76.369271
679321,Puthanangadi BO,Malappuram,Kerala,10.963685,76.182721
679322,Kunnappally BO,Malappuram,Kerala,10.945052,76.227634
679323,Pulamanthole SO,Malappuram,Kerala,10.906299,76.303939
679324,Vadakkangara BO,Malappuram,Kerala,11.01542,76.137794
679325,Vengoor BO,Malappuram,Kerala,10.141345,76.54954
679326,Vettathur BO,Malappuram,Kerala,11.011841,76.300042
679327,Chembrasseri East BO,Malappuram,Kerala,11.086518,76.242119
679328,Kappil BO,Malappuram,Kerala,8.780892,76.677365
679329,Nilambur SO,Malappuram,Kerala,11.245304,76.239785
679330,Ramankuth BO,Malappuram,Kerala,11.259704,76.257493
679331,Theyyathumpadam BO,Malappuram,Kerala,10.8505159,76.2710832
679332,Chokkad BO,Malappuram,Kerala,11.218818,76.352151
679333,Nambooripotty BO,Malappuram,Kerala,11.329681,76.212875
679334,Pallikuth BO,Malappuram,Kerala,11.015491,76.229082
679335,Marayamangalam South BO,Palakkad,Kerala,10.4,76.3
679336,Vallapuzha SO,Palakkad,Kerala,10.772139,76.369271
679337,Kulukkallur SO,Palakkad,Kerala,10.772139,76.369271
679338,Kuruvambalam BO,Malappuram,Kerala,10.936883,76.169679
679339,Vadakkumpadam BO,Malappuram,Kerala,10.69522,76.655031
679340,Elad BO,Malappuram,Kerala,10.8984981,76.2567043
679341,Talekode West BO,Malappuram,Kerala,10.957529,76.299777
679357,Thootha BO,Malappuram,Kerala,10.920105,76.285563
679501,Panamanna SO,Palakkad,Kerala,10.772139,76.369271
679502,Trikkatiri SO,Palakkad,Kerala,10.772139,76.369271
679503,Cherpalcheri SO,Palakkad,Kerala,10.772139,76.369271
679504,Vellinezhi SO,Palakkad,Kerala,10.772139,76.369271
679505,Chalavara SO,Palakkad,Kerala,10.772139,76.369271
679506,Karalmanna SO,Palakkad,Kerala,10.772139,76.369271
679511,Chunangad SO,Palakkad,Kerala,10.772139,76.369271
679512,Ambalapara SO,Palakkad,Kerala,10.772139,76.369271
679513,Kottappuram BO,Palakkad,Kerala,10.2134,76.1894
679514,Thiruvazhiyode SO,Palakkad,Kerala,10.772139,76.369271
679515,Kadambur SO Palakkad,Palakkad,Kerala,10.772139,76.369271
679516,Vengasseri SO,Palakkad,Kerala,10.772139,76.369271
679521,Manisseri SO,Palakkad,Kerala,10.772139,76.369271
679522,Vaniamkulam SO,Palakkad,Kerala,10.772139,76.369271
679523,Kavalappara SO,Palakkad,Kerala,10.772139,76.369271
679531,Panjal BO,Thrissur,Kerala,10.722485,76.302937
679532,Pallam Kottambathur BO,Thrissur,Kerala,9.538723,76.511247
679533,Koottanad,Palakkad,Kerala,10.772476,76.37013
679534,Mala BO,Palakkad,Kerala,10.25,76.2667
679535,Peringode SO,Palakkad,Kerala,10.772139,76.369271
679536,Perumannur BO,Palakkad,Kerala,9.0,9.0
679551,Anakkara SO Palakkad,Palakkad,Kerala,10.772139,76.369271
679552,Kumaranellur SO,Palakkad,Kerala,10.772139,76.369271
679553,Kumbidi SO,Palakkad,Kerala,10.772139,76.369271
679554,Kudallur SO,Palakkad,Kerala,10.772139,76.369271
679561,Chammannur BO,Thrissur,Kerala,10.675403,76.020332
679562,KallurVadakkekkad BO,Thrissur,Kerala,10.453191,76.284194
679563,Nhamanghat SO,Thrissur,Kerala,10.88,76.01
679564,Andathode SO,Thrissur,Kerala,10.678039,75.969237
679571,Kuttippuram SO,Malappuram,Kerala,10.8443084,76.0340354
679572,Irimbiliyam SO,Malappuram,Kerala,10.86466,76.0979202
679573,Iswaramangalam BO,Malappuram,Kerala,10.3716146,76.3053368
679574,Pidavannur BO,Malappuram,Kerala,10.7327019,76.0128724
679575,Cheruvallur BO,Malappuram,Kerala,10.2519353,76.3332066
679576,Sugapuram BO,Malappuram,Kerala,10.7734621,76.0128191
679577,Ponani HO,Malappuram,Kerala,10.7677201,75.9259013
679578,Vattamkulam SO,Malappuram,Kerala,10.7855404,76.0239154
679579,Palapetty BO,Malappuram,Kerala,10.6988335,75.9636376
679580,Perumbadappu SO,Malappuram,Kerala,10.7021086,75.9824825
679581,Marancheri SO,Malappuram,Kerala,10.7318362,75.9755907
679582,Trikkanapuram South  BO,Malappuram,Kerala,10.8203611,76.0196076
679583,Ponani Nagaram SO,Malappuram,Kerala,17.4870409,78.6027564
679584,Kanhiramukku SO,Malappuram,Kerala,10.7616153,75.9659952
679585,Alankode SO,Malappuram,Kerala,10.7530593,76.0357329
679586,Kadavanad BO,Malappuram,Kerala,10.7528704,75.942671
679587,Eramangalam SO,Malappuram,Kerala,10.7151823,75.9784036
679591,Kokkur SO,Malappuram,Kerala,10.7387317,76.056236
680001,"NODAL DELIVERY CENTER, THRISSUR",Thrissur,Kerala,10.30439668,76.12562572
680002,Punkunnu SO,Thrissur,Kerala,10.5020556,76.2025278
680003,Ayyanthole SO,Thrissur,Kerala,10.52425,76.1894722
680004,Poothole SO,Thrissur,Kerala,10.5207778,76.2014444
